Method,LoggingLevel,Log
"<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: org.apache.hadoop.hdfs.server.namenode.EditLogOutputStream startLogSegment(long,int)>",warn,Unable to start log segment  txid  at  <*> :  <*> 
"<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: java.util.List matchEditLogs(java.io.File[],boolean)>",error,Edits file  f  has improperly formatted  transaction ID 
"<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: java.util.List matchEditLogs(java.io.File[],boolean)>",error,In-progress edits file  f  has improperly  formatted transaction ID 
"<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: java.util.List matchEditLogs(java.io.File[],boolean)>",error,In-progress stale edits file  f  has improperly  formatted transaction ID 
"<org.apache.hadoop.hdfs.server.namenode.FileJournalManager: java.util.List getRemoteEditLogs(long,boolean)>",error,got IOException while trying to validate header of  elf .  Skipping. 
<org.apache.hadoop.hdfs.server.namenode.EditLogFileOutputStream: void preallocate()>,debug,Preallocated  total  bytes at the end of  the edit log (offset  <*> ) 
<org.apache.hadoop.hdfs.server.namenode.EditLogFileOutputStream: void flushAndSync(boolean)>,info,Nothing to flush
<org.apache.hadoop.hdfs.server.namenode.EditLogFileInputStream: void init(boolean)>,<init>,No header found in log
<org.apache.hadoop.hdfs.server.namenode.EditLogFileInputStream: void init(boolean)>,<init>,EOF while reading layout flags from log
<org.apache.hadoop.hdfs.server.namenode.EditLogFileInputStream: org.apache.hadoop.hdfs.server.namenode.FSEditLogOp nextValidOp()>,error,nextValidOp: got exception while reading  this 
<org.apache.hadoop.hdfs.server.namenode.EditLogFileInputStream: org.apache.hadoop.hdfs.server.namenode.FSEditLogOp nextOpImpl(boolean)>,debug,skipping  skipAmt  bytes at the end  of edit log  \' <*> \': reached txid  <*>  out of  <*> 
<org.apache.hadoop.hdfs.server.namenode.EditLogFileInputStream: org.apache.hadoop.hdfs.server.namenode.FSEditLogOp nextOpImpl(boolean)>,error,caught exception initializing  this 
<org.apache.hadoop.hdfs.server.namenode.EditLogBackupOutputStream: void flushAndSync(boolean)>,info,Nothing to flush
"<org.apache.hadoop.hdfs.server.namenode.EditLogBackupOutputStream: void <init>(org.apache.hadoop.hdfs.server.protocol.NamenodeRegistration,org.apache.hadoop.hdfs.server.protocol.JournalInfo)>",error,Error connecting to:  <*> 
"<org.apache.hadoop.hdfs.server.namenode.DirectoryWithQuotaFeature: void checkDiskspace(org.apache.hadoop.hdfs.server.namenode.INodeDirectory,long)>",error,BUG: Inconsistent diskspace for directory  <*> . Cached =  <*>  != Computed =  computed 
<org.apache.hadoop.hdfs.server.namenode.ClusterJspHelper: void getDecommissionNodeClusterState(java.util.Map)>,warn,Cluster console encounters a not handled situtation.
<org.apache.hadoop.hdfs.server.namenode.Checkpointer: void run()>,error,Exception in doCheckpoint: 
<org.apache.hadoop.hdfs.server.namenode.Checkpointer: void run()>,error,Throwable Exception in doCheckpoint: 
"<org.apache.hadoop.hdfs.server.namenode.Checkpointer: void rollForwardByApplyingLogs(org.apache.hadoop.hdfs.server.protocol.RemoteEditLogManifest,org.apache.hadoop.hdfs.server.namenode.FSImage,org.apache.hadoop.hdfs.server.namenode.FSNamesystem)>",<init>, <*> <*>
"<org.apache.hadoop.hdfs.server.namenode.Checkpointer: void rollForwardByApplyingLogs(org.apache.hadoop.hdfs.server.protocol.RemoteEditLogManifest,org.apache.hadoop.hdfs.server.namenode.FSImage,org.apache.hadoop.hdfs.server.namenode.FSNamesystem)>",info,Checkpointer about to load edits from  <*>  stream(s). 
<org.apache.hadoop.hdfs.server.namenode.Checkpointer: void initialize(org.apache.hadoop.conf.Configuration)>,info,Checkpoint Period :  <*>  secs  ( <*>  min) 
<org.apache.hadoop.hdfs.server.namenode.Checkpointer: void initialize(org.apache.hadoop.conf.Configuration)>,info,"Transactions count is  :  <*> , to trigger checkpoint "
<org.apache.hadoop.hdfs.server.namenode.Checkpointer: void doCheckpoint()>,debug,Doing checkpoint. Last applied:  <*> 
<org.apache.hadoop.hdfs.server.namenode.Checkpointer: void doCheckpoint()>,info,Unable to roll forward using only logs. Downloading image with txid  <*> 
<org.apache.hadoop.hdfs.server.namenode.Checkpointer: void doCheckpoint()>,info,Loading image with txid  <*> 
<org.apache.hadoop.hdfs.server.namenode.Checkpointer: void doCheckpoint()>,info,Checkpoint completed in  <*>  seconds.  New Image Size:  <*> 
"<org.apache.hadoop.hdfs.server.namenode.Checkpointer: void <init>(org.apache.hadoop.conf.Configuration,org.apache.hadoop.hdfs.server.namenode.BackupNode)>",warn,Checkpointer got exception
<org.apache.hadoop.hdfs.server.namenode.CheckpointConf: void warnForDeprecatedConfigs(org.apache.hadoop.conf.Configuration)>,warn,Configuration key  key  is deprecated! Ignoring...  Instead please specify a value for  dfs.namenode.checkpoint.txns 
"<org.apache.hadoop.hdfs.server.namenode.CancelDelegationTokenServlet: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>",info,Request for token received with no authentication from  <*> 
"<org.apache.hadoop.hdfs.server.namenode.CancelDelegationTokenServlet: void doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>",info,Exception while cancelling token. Re-throwing. 
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: void removeDirective(long,org.apache.hadoop.hdfs.server.namenode.FSPermissionChecker)>",info,removeDirective of  id  successful. 
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: void removeDirective(long,org.apache.hadoop.hdfs.server.namenode.FSPermissionChecker)>",warn,removeDirective of  id  failed:  
<org.apache.hadoop.hdfs.server.namenode.CacheManager: void removeCachePool(java.lang.String)>,info,removeCachePool of  poolName  failed:  
<org.apache.hadoop.hdfs.server.namenode.CacheManager: void removeCachePool(java.lang.String)>,info,removeCachePool of  poolName  successful. 
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: void processCacheReportImpl(org.apache.hadoop.hdfs.server.blockmanagement.DatanodeDescriptor,java.util.List)>",trace,Cache report from datanode {} has block {}
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: void processCacheReportImpl(org.apache.hadoop.hdfs.server.blockmanagement.DatanodeDescriptor,java.util.List)>",trace,Added block {}  to cachedBlocks
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: void processCacheReportImpl(org.apache.hadoop.hdfs.server.blockmanagement.DatanodeDescriptor,java.util.List)>",trace,Added block {} to CACHED list.
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: void processCacheReportImpl(org.apache.hadoop.hdfs.server.blockmanagement.DatanodeDescriptor,java.util.List)>",trace,Removed block {} from PENDING_CACHED list.
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: void processCacheReport(org.apache.hadoop.hdfs.protocol.DatanodeID,java.util.List)>",debug,"Processed cache report from {}, blocks: {}, processing time: {} msecs"
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: void modifyDirective(org.apache.hadoop.hdfs.protocol.CacheDirectiveInfo,org.apache.hadoop.hdfs.server.namenode.FSPermissionChecker,java.util.EnumSet)>",info,modifyDirective of {} successfully applied {}.
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: void modifyDirective(org.apache.hadoop.hdfs.protocol.CacheDirectiveInfo,org.apache.hadoop.hdfs.server.namenode.FSPermissionChecker,java.util.EnumSet)>",warn,modifyDirective of  idString  failed:  
<org.apache.hadoop.hdfs.server.namenode.CacheManager: void modifyCachePool(org.apache.hadoop.hdfs.protocol.CachePoolInfo)>,info,modifyCachePool of  info  failed:  
<org.apache.hadoop.hdfs.server.namenode.CacheManager: void modifyCachePool(org.apache.hadoop.hdfs.protocol.CachePoolInfo)>,info,modifyCachePool of {} successful; {}
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: void <init>(org.apache.hadoop.hdfs.server.namenode.FSNamesystem,org.apache.hadoop.conf.Configuration,org.apache.hadoop.hdfs.server.blockmanagement.BlockManager)>",info,Using minimum value {} for {}
<org.apache.hadoop.hdfs.server.namenode.CacheManager: org.apache.hadoop.hdfs.protocol.CachePoolInfo addCachePool(org.apache.hadoop.hdfs.protocol.CachePoolInfo)>,info,addCachePool of  info  failed:  
<org.apache.hadoop.hdfs.server.namenode.CacheManager: org.apache.hadoop.hdfs.protocol.CachePoolInfo addCachePool(org.apache.hadoop.hdfs.protocol.CachePoolInfo)>,info,addCachePool of {} successful.
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: org.apache.hadoop.hdfs.protocol.CacheDirectiveInfo addDirective(org.apache.hadoop.hdfs.protocol.CacheDirectiveInfo,org.apache.hadoop.hdfs.server.namenode.FSPermissionChecker,java.util.EnumSet)>",info,addDirective of {} successful.
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: org.apache.hadoop.hdfs.protocol.CacheDirectiveInfo addDirective(org.apache.hadoop.hdfs.protocol.CacheDirectiveInfo,org.apache.hadoop.hdfs.server.namenode.FSPermissionChecker,java.util.EnumSet)>",warn,addDirective of  info  failed:  
"<org.apache.hadoop.hdfs.server.namenode.CacheManager: long validateExpiryTime(org.apache.hadoop.hdfs.protocol.CacheDirectiveInfo,long)>",trace,Validating directive {} pool maxRelativeExpiryTime {}
<org.apache.hadoop.hdfs.server.namenode.BackupNode: void stop()>,error,Failed to report to name-node.
<org.apache.hadoop.hdfs.server.namenode.BackupNode: void registerWith(org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>,error,e . Shutting down. 
<org.apache.hadoop.hdfs.server.namenode.BackupNode: void registerWith(org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>,info,Problem connecting to name-node:  <*> 
<org.apache.hadoop.hdfs.server.namenode.BackupNode: void registerWith(org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>,warn,Encountered exception 
<org.apache.hadoop.hdfs.server.namenode.BackupNode: org.apache.hadoop.hdfs.server.protocol.NamespaceInfo handshake(org.apache.hadoop.hdfs.server.protocol.NamenodeProtocol)>,fatal,Incompatible build versions: active name-node BV =  <*> ; backup node BV =  <*> 
<org.apache.hadoop.hdfs.server.namenode.BackupNode: org.apache.hadoop.hdfs.server.protocol.NamespaceInfo handshake(org.apache.hadoop.conf.Configuration)>,info,Problem connecting to server:  <*> 
<org.apache.hadoop.hdfs.server.namenode.BackupNode: org.apache.hadoop.hdfs.server.protocol.NamespaceInfo handshake(org.apache.hadoop.conf.Configuration)>,warn,Encountered exception 
<org.apache.hadoop.hdfs.server.namenode.BackupNode$BackupNodeRpcServer: void verifyJournalRequest(org.apache.hadoop.hdfs.server.protocol.JournalInfo)>,warn,Invalid namespaceID in journal request - expected  <*>  actual  <*> 
<org.apache.hadoop.hdfs.server.namenode.BackupNode$BackupNodeRpcServer: void verifyJournalRequest(org.apache.hadoop.hdfs.server.protocol.JournalInfo)>,warn,Invalid clusterId in journal request - expected  <*>  actual  <*> 
"<org.apache.hadoop.hdfs.server.namenode.BackupNode$BackupNodeRpcServer: org.apache.hadoop.hdfs.server.protocol.FenceResponse fence(org.apache.hadoop.hdfs.server.protocol.JournalInfo,long,java.lang.String)>",info,Fenced by  fencerInfo  with epoch  epoch 
<org.apache.hadoop.hdfs.server.namenode.BackupImage: void waitUntilNamespaceFrozen()>,info,Waiting until the NameNode rolls its edit logs in order to freeze the BackupNode namespace.
<org.apache.hadoop.hdfs.server.namenode.BackupImage: void waitUntilNamespaceFrozen()>,info,BackupNode namespace frozen.
<org.apache.hadoop.hdfs.server.namenode.BackupImage: void waitUntilNamespaceFrozen()>,warn,Interrupted waiting for namespace to freeze
<org.apache.hadoop.hdfs.server.namenode.BackupImage: void setState(org.apache.hadoop.hdfs.server.namenode.BackupImage$BNState)>,debug,State transition  <*>  ->  newState 
<org.apache.hadoop.hdfs.server.namenode.BackupImage: void recoverCreateRead()>,info,Storage directory  <*>  is not formatted. 
<org.apache.hadoop.hdfs.server.namenode.BackupImage: void recoverCreateRead()>,info,Formatting ...
<org.apache.hadoop.hdfs.server.namenode.BackupImage: void namenodeStartedLogSegment(long)>,info,NameNode started a new log segment at txid  txid 
<org.apache.hadoop.hdfs.server.namenode.BackupImage: void namenodeStartedLogSegment(long)>,info,Stopped applying edits to prepare for checkpoint.
<org.apache.hadoop.hdfs.server.namenode.BackupImage: void namenodeStartedLogSegment(long)>,warn,"NN started new log segment at txid  txid , but BN had only written up to txid  <*> in the log segment starting at  <*> . Aborting this  log segment. "
"<org.apache.hadoop.hdfs.server.namenode.BackupImage: void journal(long,int,byte[])>",trace,"Got journal, state =  <*> ; firstTxId =  firstTxId ; numTxns =  numTxns "
"<org.apache.hadoop.hdfs.server.namenode.BackupImage: void applyEdits(long,int,byte[])>",debug,data: <*> 
<org.apache.hadoop.hdfs.server.namenode.BackupImage: boolean tryConvergeJournalSpool()>,closeAllStreams, <*> <*>
<org.apache.hadoop.hdfs.server.namenode.BackupImage: boolean tryConvergeJournalSpool()>,closeAllStreams, <*> <*>
<org.apache.hadoop.hdfs.server.namenode.BackupImage: boolean tryConvergeJournalSpool()>,debug,Logs rolled while catching up to current segment
<org.apache.hadoop.hdfs.server.namenode.BackupImage: boolean tryConvergeJournalSpool()>,info,Loading edits into backupnode to try to catch up from txid  <*>  to  <*> 
<org.apache.hadoop.hdfs.server.namenode.BackupImage: boolean tryConvergeJournalSpool()>,info,Going to finish converging with remaining  editStreamsAll  txns from in-progress stream  stream 
<org.apache.hadoop.hdfs.server.namenode.BackupImage: boolean tryConvergeJournalSpool()>,info,Successfully synced BackupNode with NameNode at txnid  <*> 
<org.apache.hadoop.hdfs.server.namenode.BackupImage: boolean tryConvergeJournalSpool()>,warn,Unable to find stream starting with  <*> . This indicates that there is an error in synchronization in BackupImage 
<org.apache.hadoop.hdfs.server.mover.Mover: void main(java.lang.String[])>,error,Exiting  <*>  due to an exception 
"<org.apache.hadoop.hdfs.server.mover.Mover: int run(java.util.Map,org.apache.hadoop.conf.Configuration)>",info,namenodes =  namenodes 
<org.apache.hadoop.hdfs.server.mover.Mover$Processor: void getSnapshottableDirs()>,warn,Failed to get snapshottable directories. Ignore and continue.
"<org.apache.hadoop.hdfs.server.mover.Mover$Processor: boolean processRecursively(java.lang.String,org.apache.hadoop.hdfs.protocol.HdfsFileStatus)>",warn,Failed to check the status of  parent . Ignore it and continue. 
<org.apache.hadoop.hdfs.server.mover.Mover$Processor: boolean processPath(java.lang.String)>,warn,Failed to list directory  fullPath . Ignore the directory and continue. 
"<org.apache.hadoop.hdfs.server.mover.Mover$Processor: boolean processFile(java.lang.String,org.apache.hadoop.hdfs.protocol.HdfsLocatedFileStatus)>",warn,Failed to get the storage policy of file  fullPath 
"<org.apache.hadoop.hdfs.server.datanode.web.resources.DatanodeWebHdfsMethods: void init(org.apache.hadoop.security.UserGroupInformation,org.apache.hadoop.hdfs.web.resources.DelegationParam,java.lang.String,org.apache.hadoop.hdfs.web.resources.UriFsPathParam,org.apache.hadoop.hdfs.web.resources.HttpOpParam,org.apache.hadoop.hdfs.web.resources.Param[])>",trace,"HTTP  <*> :  op ,  path , ugi= ugi <*> "
<org.apache.hadoop.hdfs.server.datanode.ShortCircuitRegistry: void unregisterSlot(org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm$SlotId)>,trace,unregisterSlot: ShortCircuitRegistry is not enabled.
<org.apache.hadoop.hdfs.server.datanode.ShortCircuitRegistry: void removeShm(org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm)>,debug,removing shm  shm 
"<org.apache.hadoop.hdfs.server.datanode.ShortCircuitRegistry: void registerSlot(org.apache.hadoop.hdfs.ExtendedBlockId,org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm$SlotId,boolean)>",trace,this  can\'t register a slot because the  ShortCircuitRegistry is not enabled. 
"<org.apache.hadoop.hdfs.server.datanode.ShortCircuitRegistry: void registerSlot(org.apache.hadoop.hdfs.ExtendedBlockId,org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm$SlotId,boolean)>",trace,this : registered  blockId  with slot  slotId  (isCached= isCached ) 
<org.apache.hadoop.hdfs.server.datanode.ShortCircuitRegistry: void <init>(org.apache.hadoop.conf.Configuration)>,debug,"created new ShortCircuitRegistry with interruptCheck= <*> , shmPath= <*> "
<org.apache.hadoop.hdfs.server.datanode.ShortCircuitRegistry: void <init>(org.apache.hadoop.conf.Configuration)>,debug,Disabling ShortCircuitRegistry
"<org.apache.hadoop.hdfs.server.datanode.ShortCircuitRegistry: org.apache.hadoop.hdfs.server.datanode.ShortCircuitRegistry$NewShmInfo createNewMemorySegment(java.lang.String,org.apache.hadoop.net.unix.DomainSocket)>",trace,createNewMemorySegment: ShortCircuitRegistry is not enabled.
"<org.apache.hadoop.hdfs.server.datanode.ShortCircuitRegistry: org.apache.hadoop.hdfs.server.datanode.ShortCircuitRegistry$NewShmInfo createNewMemorySegment(java.lang.String,org.apache.hadoop.net.unix.DomainSocket)>",trace,createNewMemorySegment: created  <*> 
<org.apache.hadoop.hdfs.server.datanode.ReplicaInPipeline: void stopWriter(long)>,warn,<*> \n <*> 
"<org.apache.hadoop.hdfs.server.datanode.ReplicaInPipeline: org.apache.hadoop.hdfs.server.datanode.fsdataset.ReplicaOutputStreams createStreams(boolean,org.apache.hadoop.util.DataChecksum)>",debug,writeTo blockfile is  <*>  of size  <*> 
